"item_type","id","parent_id","epico","feature","user_story","task","title","tipo","prioridade","marco","responsavel","estimativa","dependencias","rastreabilidade","labels","objetivo","criterios_de_aceite","dod","assistencia_ia"
"user_story","V1-510","E5","","","V1-510 — Criar Intelligence Workbench para gestores e direção","","Criar Intelligence Workbench para gestores e direção","UX / Frontend / Intelligence","P1","M3","UX/UI / Frontend / Product","L","V1-205, V1-502, V1-504, V1-508, V1-509","RF-028–RF-035; RF-048; UX-005; DESIGN_SYSTEM_VALIDACAO","`intelligence-workbench`, `briefings`, `insights`, `design-system`, `compact`, `p1`","Exibir briefings, mudanças, gaps, insights e comparações com separação clara entre observado, inferido e recomendado.","1. **Dado** gestor autorizado, **quando** abrir o workbench, **então** verá somente dados do seu escopo, ordenados por impacto/urgência e com origem, usando `InsightCard`, badges semânticos e densidade declarada.
2. **Dado** insight ou briefing, **quando** expandir, **então** poderá visualizar evidências, premissas, confiança, owner, vigência e feedback por `EvidenceSheet`, sem misturar fato, inferência e recomendação.
3. **Dado** uma notificação não crítica, **quando** o usuário a silenciar, **então** a preferência será respeitada sem ocultar alertas obrigatórios de segurança.
4. **Dado** o workbench em light/dark e `compact`/`default`, **quando** for usado por teclado ou leitor de tela, **então** conteúdo, estado, impacto e próxima ação permanecerão distinguíveis sem depender exclusivamente de cor.
**DoD específico.** `InsightCard`, `SourceFreshnessBadge`, `EvidenceSheet`, wireframes, protótipo, implementação, acessibilidade, snapshots, testes com gestores e analytics de uso.
**Assistência de IA.** Gemini apoia prototipagem; Claude revisa clareza; gestores aprovam a experiência.
---","",""
"epic","E6","","E6 — MCP, integrações e ações governadas","","","","MCP, integrações e ações governadas","","","","","","","","","","","",""
"user_story","V1-601","E6","","","V1-601 — Criar registro e catálogo de servidores MCP e ferramentas","","Criar registro e catálogo de servidores MCP e ferramentas","Feature / Plataforma","P0","M4","Backend TypeScript / Segurança","L","V1-003, V1-104, V1-006","RF-036; H-023","`mcp`, `catalog`, `tools`, `p0`","Catalogar MCPs com manifesto, ferramentas, versão, owner, escopos, classificação de dados, risco e workspaces autorizados.","1. **Dado** um MCP novo, **quando** for registrado, **então** nascerá desabilitado, com manifesto validado, owner, endpoint, ferramentas, versão e risco.
2. **Dado** um MCP aprovado, **quando** o catálogo efetivo for resolvido, **então** aparecerá somente para workspaces e operações permitidos.
3. **Dado** alteração ou revogação, **quando** for publicada, **então** novas chamadas respeitarão a versão e o estado sem depender de reinstalação.
**DoD específico.** Registro, validação, estados, catálogo admin, versionamento e auditoria.
**Assistência de IA.** Claude pode revisar manifestos; Segurança aprova risco e escopos.","",""
"user_story","V1-602","E6","","","V1-602 — Implementar proxy MCP e credenciais escopadas","","Implementar proxy MCP e credenciais escopadas","Feature / Backend TypeScript / Segurança","P0","M4","Backend TypeScript / Segurança","XL","V1-204, V1-601, V1-103","RF-006; RF-036; H-024","`mcp`, `proxy`, `oauth`, `p0`","Encaminhar chamadas a ferramentas com OAuth, escopo mínimo, reautorização server-side e redaction.","1. **Dado** uma chamada MCP, **quando** chegar ao proxy, **então** o Action/Policy Gateway validará usuário, workspace, ferramenta, operação, recurso, classificação e token.
2. **Dado** token OAuth, **quando** for encaminhado, **então** não aparecerá em prompt, output, log, trace ou recibo.
3. **Dado** usuário, fonte ou integração revogada, **quando** tentar usar ferramenta, **então** a chamada será bloqueada imediatamente e auditada.
**DoD específico.** Proxy, scopes, refresh/revoke, timeout, retry seguro, erros e testes de tenant escape.
**Assistência de IA.** Codex implementa adapters; Segurança revisa egress e OAuth.","",""
"user_story","V1-603","E6","","","V1-603 — Implementar guardrails, sandbox e validação de ferramentas","","Implementar guardrails, sandbox e validação de ferramentas","Segurança / Tools","P0","M4","Segurança / Backend TypeScript","XL","V1-103, V1-601, V1-602, V1-406","RF-036–RF-038; RN-018–RN-020; H-025","`guardrails`, `sandbox`, `prompt-injection`, `p0`","Impedir execução arbitrária, exfiltração, abuso de Bash/Read/Write, manipulação de parâmetros e confusão entre dados e instruções.","1. **Dado** ferramenta de leitura, escrita ou comando, **quando** for invocada, **então** terá schema, allowlist, limite de recursos, timeout, risco e policy.
2. **Dado** operação destrutiva ou externa, **quando** for preparada, **então** exigirá confirmação/aprovação proporcional ao risco.
3. **Dado** documento ou retorno de ferramenta contendo instrução maliciosa, **quando** entrar no contexto, **então** será tratado como dado e não poderá mudar tool choice, policy ou alçada.
**DoD específico.** Sandbox, allowlists, limites, kill switch, testes adversariais e runbook de incidente.
**Assistência de IA.** Claude/Kimi geram ataques e casos de abuso; Segurança aprova bloqueios.","",""
"user_story","V1-604","E6","","","V1-604 — Implementar Action Gateway para execução governada","","Implementar Action Gateway para execução governada","Feature / Backend TypeScript","P0","M4","Backend TypeScript / Segurança","XL","V1-103, V1-602, V1-603, V1-308","RF-037; H-024–H-025; ACT-001","`action-gateway`, `approval`, `p0`","Orquestrar ações externas após validação de escopo, alçada, parâmetros, risco, confirmação e budget.","1. **Dado** recomendação de ação, **quando** chegar ao gateway, **então** será reautorizada no servidor e transformada em `ActionRequest` estruturado.
2. **Dado** ação de escrita, **quando** não houver confirmação/aprovação válida, **então** nenhuma chamada externa ocorrerá.
3. **Dado** falha externa ou resultado inconclusivo, **quando** o gateway finalizar, **então** registrará estado seguro, tentativa e recibo sem afirmar sucesso indevido.
**DoD específico.** API, matriz de risco, confirmação, approval chain, connector interface, kill switch e auditoria.
**Assistência de IA.** Codex implementa fluxo; Claude revisa invariantes; nenhum modelo executa ação real durante desenvolvimento.","",""
"user_story","V1-605","E6","","","V1-605 — Implementar Action Review e confirmação de impacto","","Implementar Action Review e confirmação de impacto","UX / Segurança / Frontend","P0","M4","UX/UI / Frontend / Segurança","L","V1-205, V1-604","RF-037; RF-048; UX-004; DESIGN_SYSTEM_VALIDACAO","`action-review`, `confirmation`, `ux`, `design-system`, `p0`","Tornar intenção, sistema, parâmetros, escopo, impacto, risco e aprovação necessários visíveis antes da escrita externa.","1. **Dado** ação proposta, **quando** a tela `ActionReviewDialog` abrir, **então** exibirá intenção, destino, parâmetros redigidos, dados afetados, risco, policy e aprovação exigida.
2. **Dado** ação destrutiva ou de alto impacto, **quando** o usuário confirmar, **então** deverá realizar confirmação explícita de intenção e escopo, usar Button primário aprovado sem Indigo/Violeta, sem botão ambíguo ou auto-submit, e apresentar alerta de confirmação para deleção.
3. **Dado** execução concluída, **quando** o recibo chegar, **então** a tela mostrará sucesso, falha ou inconclusivo com link de auditoria, estado semântico e próxima ação.
4. **Dado** teclado, leitor de tela, zoom de 200% ou reduced motion, **quando** o usuário revisar a ação, **então** foco, ordem, contraste, risco, parâmetros e aprovação permanecerão compreensíveis.
**DoD específico.** `ActionReviewDialog`, `PolicyDecisionBanner`, `BudgetMeter`, protótipo, estados, Button guardrail, teclado, leitor de tela, snapshot light/dark, teste de compreensão e integração com gateway.
**Assistência de IA.** Gemini pode criar protótipos; UX e Segurança validam risco de clique e clareza.","",""
"user_story","V1-606","E6","","","V1-606 — Implementar idempotência, retries e recibos de ação","","Implementar idempotência, retries e recibos de ação","Backend / Confiabilidade","P0","M4","Backend TypeScript / QA","L","V1-604, V1-308, V1-701","RF-038; RN-020; H-026","`idempotency`, `receipts`, `retry`, `p0`","Garantir que retry, timeout, replay ou processamento duplicado não criem duas tarefas, mensagens, convites ou alterações.","1. **Dado** mesmo `idempotency_key`, **quando** a ação for recebida novamente, **então** o gateway retornará o mesmo estado/recibo sem executar segunda vez.
2. **Dado** timeout após envio possivelmente concluído, **quando** o retry ocorrer, **então** consultará estado ou usará mecanismo idempotente antes de repetir.
3. **Dado** ação concluída, **quando** o recibo for persistido, **então** terá operação, ator, ferramenta, destino, estado, timestamps, tentativa e correlação.
**DoD específico.** Estado machine, storage, chaves, retries limitados, testes de falha e recibo imutável.
**Assistência de IA.** Codex gera testes de rede; QA valida exactly-once efetivo ou estado inconclusivo explícito.","",""
"user_story","V1-607","E6","","","V1-607 — Entregar conectores Google Drive, Gmail e Calendar","","Entregar conectores Google Drive, Gmail e Calendar","Integração / MCP","P1","M4","Integrações / Segurança","XL","V1-402, V1-602, V1-604, V1-606","RF-013; H-026","`google`, `drive`, `gmail`, `calendar`, `p1`","Entregar primeira onda Google com escopos mínimos para leitura e ações de baixa/média criticidade.","1. **Dado** conexão aprovada, **quando** o usuário autorizar, **então** cada API usará scopes mínimos, owner, classificação, auditoria e revogação.
2. **Dado** busca em Drive/Gmail/Calendar, **quando** ocorrer, **então** os resultados respeitarão ACL da origem e não serão publicados automaticamente como conhecimento normativo.
3. **Dado** ação de baixa/média criticidade, **quando** confirmada, **então** passará pelo Action Gateway, será idempotente e produzirá recibo.
**DoD específico.** Contratos, sandbox, doubles, integração staging, rate limits, testes OAuth e documentação operacional.
**Assistência de IA.** Codex gera adapters; Gemini ajuda com formatos; Segurança aprova scopes.","",""
"user_story","V1-608","E6","","","V1-608 — Entregar conectores Jira e ClickUp","","Entregar conectores Jira e ClickUp","Integração / MCP","P1","M4","Integrações / Produto","XL","V1-402, V1-602, V1-604, V1-606","RF-013; H-026","`jira`, `clickup`, `mcp`, `p1`","Permitir consultar projetos/tarefas e criar ou atualizar tarefas autorizadas com confirmação e rastreabilidade.","1. **Dado** workspace conectado, **quando** consultar tarefas, **então** o conector respeitará escopo de projeto, usuário, tenant e classificação.
2. **Dado** criação/alteração de tarefa, **quando** o usuário confirmar, **então** enviará somente parâmetros validados, com chave idempotente e recibo.
3. **Dado** falha de API, **quando** o retry ocorrer, **então** não duplicará tarefa e explicará estado inconclusivo quando não houver confirmação.
**DoD específico.** Consulta, escrita controlada, schemas, mocks, contract tests, scopes e runbook.
**Assistência de IA.** Codex implementa adapters e testes; Claude revisa fluxos de escrita.","",""
"user_story","V1-609","E6","","","V1-609 — Implementar scheduler de automações e briefings governados","","Implementar scheduler de automações e briefings governados","Feature / Automação","P1","M4","Backend TypeScript / Python Workers","L","V1-103, V1-305, V1-508, V1-604","RF-039; H-031","`scheduler`, `cron`, `automation`, `p1`","Executar rotinas agendadas com owner, timezone, policy, budget, ferramentas, deduplicação, pausa e auditoria.","1. **Dado** uma rotina criada, **quando** for publicada, **então** terá agenda, timezone, owner, workspace, fontes, ferramentas, limite de custo e estado.
2. **Dado** o horário de execução, **quando** o job iniciar, **então** revalidará identidade, policy, fonte, budget e revogação como chamada interativa.
3. **Dado** job concorrente ou revogado, **quando** o scheduler detectar, **então** impedirá duplicidade, cancelará ou deixará estado auditável.
**DoD específico.** Scheduler, locks, pausa/execução única, histórico, dead-letter, métricas e kill switch.
**Assistência de IA.** Codex implementa jobs; QA testa timezone, concorrência e revogação.","",""
"user_story","V1-610","E6","","","V1-610 — Implementar reunião, consentimento, transcrição e tarefas","","Implementar reunião, consentimento, transcrição e tarefas","Feature / Produtividade / IA","P1","M4","Frontend / Python Intelligence / Privacidade","XL","V1-203, V1-204, V1-501, V1-606, V1-608","RF-040; H-032","`meetings`, `transcription`, `consent`, `p1`","Importar/gravar reunião com consentimento, transcrever, extrair decisões e propor tarefas sem publicar ou executar automaticamente.","1. **Dado** captura de áudio, **quando** iniciar, **então** haverá consentimento, participantes/escopo, retenção e indicador visível.
2. **Dado** áudio processado, **quando** a transcrição for gerada, **então** manterá timestamps, confiança e origem e será acessível apenas ao escopo autorizado.
3. **Dado** tarefa extraída, **quando** for proposta, **então** terá título, responsável sugerido, prazo, confidence, trecho de origem e confirmação antes de criar tarefa externa.
**DoD específico.** Importação/record, transcrição, exclusão, consentimento, tarefa interna e integração controlada.
**Assistência de IA.** Gemini pode apoiar áudio/multimodal; Claude revisa extração; Privacidade aprova retenção e consentimento.
---","",""
"epic","E7","","E7 — Dados, recuperação e continuidade","","","","Dados, recuperação e continuidade","","","","","","","","","","","",""
"user_story","V1-701","E7","","","V1-701 — Governar schema, migrações, RLS e DDL do PostgreSQL","","Governar schema, migrações, RLS e DDL do PostgreSQL","Dados / DBA / Segurança","P0","M0–M5","DBA / Engenharia","XL","V1-003, V1-004","RF-002; RF-021; RF-042; TEAM-002","`postgresql`, `migrations`, `rls`, `dba`, `p0`","Centralizar migrações reversíveis, schema, RLS e auditoria de DDL para os serviços TypeScript e Python.","1. **Dado** alteração de schema, **quando** o PR for aberto, **então** terá migração versionada, impacto, teste, rollback e aprovação DBA.
2. **Dado** query em tabela sensível, **quando** executar, **então** RLS filtrará tenant/workspace a partir de sessão segura e não de parâmetro confiado do cliente.
3. **Dado** DDL direto em produção, **quando** for tentado, **então** será bloqueado ou auditado conforme permissão e janela aprovadas.
**DoD específico.** Tooling de migração, RLS, fixtures, plano de rollback e documentação de acesso.
**Assistência de IA.** Codex pode gerar script; DBA executa revisão obrigatória e nenhum modelo aplica DDL produtivo.","",""
"user_story","V1-702","E7","","","V1-702 — Implementar backup, restore e disaster recovery de PostgreSQL, MinIO e Qdrant","","Implementar backup, restore e disaster recovery de PostgreSQL, MinIO e Qdrant","Infraestrutura / Continuidade","P0","M5","DBA / DevOps / SRE","XL","V1-403, V1-701, V1-902","RF-041; H-033–H-034; TEAM-001","`backup`, `restore`, `dr`, `rto`, `rpo`, `p0`","Garantir recuperação coerente dos dados transacionais, objetos imutáveis, índice vetorial e memória/configurações dentro de RTO/RPO.","1. **Dado** rotina produtiva, **quando** o backup executar, **então** produzirá artefatos criptografados, versionados, checksum e retenção isolada.
2. **Dado** desastre simulado, **quando** o restore for executado em staging, **então** PostgreSQL, MinIO e Qdrant serão recuperados com ACL, versões e metadados coerentes dentro de RTO/RPO.
3. **Dado** backup falho ou corrompido, **quando** o monitoramento detectar, **então** alertará owner e impedirá que a organização declare cobertura sem evidência.
**DoD específico.** Jobs, storage isolado, restore trimestral, runbook, matriz RTO/RPO e evidência de teste.
**Assistência de IA.** Codex pode gerar scripts em ambiente não produtivo; DBA aprova e executa o plano.","",""
"user_story","V1-703","E7","","","V1-703 — Implementar retenção, particionamento e arquivamento de histórico","","Implementar retenção, particionamento e arquivamento de histórico","Dados / Privacidade / Performance","P1","M5","DBA / Privacidade","L","V1-308, V1-306, V1-701, V1-702","RF-042; RN-024; TEAM-003","`retention`, `partitioning`, `archive`, `p1`","Controlar crescimento e retenção de auditoria, ledger, eventos, prompts excepcionais, transcrições e derivados sem perder rastreabilidade mínima.","1. **Dado** tabela de alto volume, **quando** atingir limiar definido, **então** novas partições e índices serão criados sem interromper operações críticas.
2. **Dado** prazo de retenção vencido, **quando** o job rodar, **então** arquivará/removerá conforme classe, registrando evidência e preservando referências mínimas permitidas.
3. **Dado** auditoria histórica arquivada, **quando** operador autorizado consultar, **então** o acesso será controlado, lento/assíncrono quando necessário e auditado.
**DoD específico.** Matriz de retenção, jobs, partições, archive format, restore de histórico e testes de exclusão.
**Assistência de IA.** Codex pode gerar migrações; DBA e Privacidade aprovam impactos.","",""
"user_story","V1-704","E7","","","V1-704 — Otimizar Qdrant, PostgreSQL e reindexação sem downtime","","Otimizar Qdrant, PostgreSQL e reindexação sem downtime","Performance / Retrieval","P0 para baseline; P1 para otimização avançada","M2–M5","IA/Backend Python / DBA","L","V1-410, V1-411, V1-701","RF-022; RF-023; RN-023; TEAM-004","`performance`, `qdrant`, `hnsw`, `reindex`, `p0`, `p1`","Medir e otimizar busca híbrida, índices HNSW, full-text, payload filters, cache e reindexação versionada.","1. **Dado** workload do piloto, **quando** o benchmark rodar, **então** medirá p50/p95, recall/precision, custo, filtros e uso de recursos.
2. **Dado** nova versão de embedding, **quando** reindexar, **então** construirá collection paralela, validará qualidade e fará cutover/rollback sem deixar retrieval sem estado.
3. **Dado** ACL/vigência, **quando** a query executar, **então** filtros continuarão aplicados antes do ranking e a otimização não poderá ampliar resultado.
**DoD específico.** Benchmark, índices, dashboard, reindex job, rollback e relatório de ganho/risco.
**Assistência de IA.** Gemini pode explorar parâmetros; DBA/IA validam com benchmark realista e não por opinião do modelo.","",""
"user_story","V1-705","E7","","","V1-705 — Monitorar saúde do banco e manter runbooks DBA","","Monitorar saúde do banco e manter runbooks DBA","Operação / Observabilidade","P1","M5","DBA / SRE","M","V1-701, V1-702, V1-901","RF-041; RF-043; TEAM-005","`dba`, `health`, `runbook`, `p1`","Detectar pool esgotado, locks, deadlocks, query lenta, I/O, disco, Qdrant indisponível e falhas de backup com resposta operacional segura.","1. **Dado** query acima do limiar ou contenção, **quando** o monitoramento detectar, **então** coletará métricas/traces e alertará com owner, severidade e runbook.
2. **Dado** pool de conexão saturado, **quando** a proteção atuar, **então** gateway e workers reduzirão admissão sem corromper ledger ou liberar policy.
3. **Dado** incidente de banco, **quando** o operador seguir runbook, **então** poderá diagnosticar e estabilizar sem comandos destrutivos não aprovados.
**DoD específico.** Dashboards, alertas, runbooks
---","",""
"epic","E8","","E8 — QA, segurança e avaliação","","","","QA, segurança e avaliação","","","","","","","","","","","",""
"user_story","V1-801","E8","","","V1-801 — Implementar suíte automatizada de contratos cross-runtime","","Implementar suíte automatizada de contratos cross-runtime","QA / Automação","P0","M0–M5","QA / Engenharia","L","V1-003, V1-004","RF-047; H-002; ARCH-001; TEAM-001","`contract-tests`, `openapi`, `asyncapi`, `p0`","Bloquear incompatibilidades entre APIs/eventos TypeScript/Fastify e Python/FastAPI antes do merge ou deploy.","1. **Dado** alteração de DTO, evento ou schema, **quando** o CI executar, **então** validará compatibilidade, campos obrigatórios, enumerações, erros e versionamento nos dois runtimes.
2. **Dado** evento de ingestão, policy, retrieval, insight ou ação, **quando** o consumidor processar, **então** validará AsyncAPI e preservará correlação, tenant, workspace e policy.
3. **Dado** quebra incompatível sem migração, **quando** o PR for verificado, **então** o merge será bloqueado com diagnóstico acionável.
**DoD específico.** Contract tests, fixtures, compatibilidade backward/forward, pipeline, relatório e ownership de schemas.
**Assistência de IA.** Codex gera fixtures; Claude revisa casos de segurança; QA mantém oráculos e aprova resultados.","",""
"user_story","V1-802","E8","","","V1-802 — Criar suíte de policy, autorização e fail-closed","","Criar suíte de policy, autorização e fail-closed","QA / Segurança","P0","M1–M5","QA / Segurança","XL","V1-103, V1-304, V1-409, V1-602","RF-009; RF-021; RF-036; RF-043; H-014; TEAM-002","`authorization-tests`, `fail-closed`, `security`, `p0`","Provar que ausência, corrupção, timeout ou conflito de identidade, policy, ACL, budget ou egress sempre resulta em bloqueio seguro.","1. **Dado** Redis, banco, Vault, policy service ou contexto indisponível, **quando** uma operação for tentada, **então** chat, retrieval, insight e ação serão negados sem fallback aberto.
2. **Dado** request com tenant, role, modelo, ferramenta ou budget adulterados, **quando** for processado, **então** o servidor recalculará o contexto e rejeitará o excesso.
3. **Dado** tentativa de acesso cross-tenant/cross-workspace, **quando** for executada em PostgreSQL ou Qdrant, **então** nenhum dado ou metadado será retornado.
**DoD específico.** Matriz de autorização, testes de mutação, injeção de falhas, evidências de auditoria e gate de release.
**Assistência de IA.** Claude/Kimi geram cenários de abuso; QA e Segurança revisam cobertura e não aceitam testes que só validem status HTTP.","",""
"user_story","V1-803","E8","","","V1-803 — Criar framework de avaliação de groundedness, citações e qualidade","","Criar framework de avaliação de groundedness, citações e qualidade","QA / Avaliação de IA","P0","M3–M5","QA de IA / Intelligence / Knowledge","XL","V1-411, V1-501, V1-502, V1-505","RF-024; RF-025; RF-044; H-037; TEAM-003","`evals`, `groundedness`, `citations`, `p0`","Medir recuperação, fidelidade a evidências, precisão de citações, ausência de alucinação, estados semânticos, custo e latência em releases de prompt/modelo.","1. **Dado** dataset versionado de perguntas com fontes esperadas, **quando** o pipeline rodar, **então** calculará Recall@K, precisão de evidência, validade de citação, groundedness, ausência de evidência e latência.
2. **Dado** resposta sem fonte suficiente, **quando** o validador avaliar, **então** aprovará somente se a saída declarar a limitação e o estado correto.
3. **Dado** mudança de modelo, prompt, chunking ou embedding, **quando** o benchmark comparar versões, **então** exibirá regressões por domínio, classificação e estado semântico.
**DoD específico.** Dataset sintético/aprovado, métricas, thresholds aprovados, relatório, regressão e revisão humana de amostra.
**Assistência de IA.** Gemini/Claude podem gerar variações de perguntas; especialistas humanos definem respostas esperadas e limiares.","",""
"user_story","V1-804","E8","","","V1-804 — Executar testes de carga, concorrência e resiliência","","Executar testes de carga, concorrência e resiliência","QA / Performance / SRE","P0","M1–M5","QA / SRE / DBA","L","V1-305, V1-307, V1-410, V1-701, V1-901","RF-010; RF-023; RF-041; RF-043; H-033; H-036","`load-test`, `chaos`, `concurrency`, `p0`","Verificar limites de gateway, budget, retrieval, filas, banco, streaming e workers sob carga realista do piloto.","1. **Dado** carga concorrente de chat, retrieval e ingestão, **quando** o teste rodar, **então** p95, erro, custo, pool, filas e saturação permanecerão dentro dos SLOs ou bloquearão admissão controladamente.
2. **Dado** concorrência no budget, **quando** a carga competir por saldo, **então** o ledger não excederá o teto nem registrará consumo duplicado.
3. **Dado** falha de provider, Redis, Qdrant ou worker, **quando** o experimento ocorrer, **então** o sistema permanecerá fail-closed, detectável e recuperável.
**DoD específico.** Cenários, dados sintéticos, métricas, relatório, SLO baseline e ações de tuning.
**Assistência de IA.** Codex gera scripts; Kimi/Claude ajudam a desafiar cenários; SRE valida resultados e não extrapola de carga insuficiente.","",""
"user_story","V1-805","E8","","","V1-805 — Testar idempotência, aprovação e estados inconclusivos do Action Gateway","","Testar idempotência, aprovação e estados inconclusivos do Action Gateway","QA / Sistema / Confiabilidade","P0","M4–M5","QA / Segurança / Integrações","L","V1-604, V1-605, V1-606, V1-607, V1-608","RF-037; RF-038; H-025; TEAM-004","`action-tests`, `idempotency`, `approval`, `p0`","Provar que ações externas exigem aprovação válida e não duplicam operações em retry, replay, timeout, concorrência ou reprocessamento de fila.","1. **Dado** ação sem confirmação, **quando** chegar ao gateway, **então** nenhum connector será chamado.
2. **Dado** timeout após envio potencial, **quando** o retry ocorrer, **então** o sistema consultará estado/chave idempotente e não duplicará a operação.
3. **Dado** resposta externa ambígua, **quando** o fluxo terminar, **então** será marcado inconclusivo, informado ao usuário e mantido em reconciliação.
**DoD específico.** Mocks de connectors, falhas de rede, replay, concorrência, recibos e evidência de não duplicação.
**Assistência de IA.** Codex gera casos de falha; QA controla doubles e aprova a semântica de exatamente uma execução ou inconclusivo.","",""
"user_story","V1-806","E8","","","V1-806 — Executar red-team, varredura de segredos e threat validation","","Executar red-team, varredura de segredos e threat validation","Segurança / Red Team","P0","M5","Segurança / QA","XL","V1-304, V1-406, V1-603, V1-802, V1-803","RF-042; RF-045; H-038; TEAM-005","`red-team`, `secrets`, `prompt-injection`, `p0`","Verificar exfiltração, prompt injection, tenant escape, bypass de budget, abuso de ferramenta, vazamento de segredo e escalada de privilégio.","1. **Dado** documento, e-mail, ferramenta ou prompt malicioso, **quando** for processado, **então** não alterará policy, tool choice, egress ou alçada.
2. **Dado** artefato, log, trace, imagem ou pacote, **quando** os scanners executarem, **então** não haverá API keys, OAuth tokens, secrets ou PII não autorizada.
3. **Dado** vulnerabilidade crítica/alta, **quando** o gate rodar, **então** o release será bloqueado até correção ou aceite formal com prazo e mitigação.
**DoD específico.** Plano de ataque, evidências, severidade, correção, reteste, threat model atualizado e decisão residual.
**Assistência de IA.** Claude/Kimi podem criar payloads adversariais; Segurança controla execução e não fornece segredos reais aos modelos.","",""
"user_story","V1-807","E8","","","V1-807 — Validar acessibilidade, usabilidade e compreensão de risco","","Validar acessibilidade, usabilidade e compreensão de risco","QA / UX / Acessibilidade","P0","M2–M5","QA / UX/UI / Usuários-piloto","L","V1-205, V1-206, V1-207, V1-412, V1-510, V1-605","RF-004; RF-024; RF-037; RF-048; NFR de acessibilidade, consistência visual e UX de confiança; PRD 1.8; DESIGN_SYSTEM_VALIDACAO","`a11y`, `usability`, `user-test`, `design-system`, `color-guard`, `p0`","Garantir que colaboradores, owners, gestores e administradores entendam estados, evidências, bloqueios e impacto das ações.","1. **Dado** usuário de teclado/leitor de tela, **quando** executar chat, citação, curadoria ou Action Review, **então** completará o fluxo sem perda de foco ou informação em light/dark e `default`/`compact`.
2. **Dado** resposta inferida, conflitante ou sem evidência, **quando** o usuário interpretar, **então** distinguirá fato, inferência e limitação em teste de compreensão sem depender apenas de cor.
3. **Dado** ação de alto impacto, **quando** o usuário revisar, **então** identificará destino, escopo, risco e efeito antes de confirmar.
4. **Dado** um candidato a release, **quando** o guardrail de Button e snapshots forem executados, **então** não haverá Indigo/Violeta em estados interativos de Button e não haverá regressão crítica de contraste, foco, zoom, reduced motion ou `Select.Item` vazio.
**DoD específico.** axe-core, Playwright, testes com usuários, snapshots light/dark e `default`/`compact`, guardrail automatizado de Button, relatório, correções WCAG, métricas de erro e aprovação de UX.
**Assistência de IA.** Modelos podem gerar roteiros e variações; usuários reais e UX fornecem validação final.","",""
"user_story","V1-808","E8","","","V1-808 — Executar gate sistêmico de qualidade e prontidão de release","","Executar gate sistêmico de qualidade e prontidão de release","QA / Release Gate","P0","M5","QA Lead / Product / Segurança","L","V1-801–V1-807, V1-702, V1-903","RF-044–RF-048; H-037–H-040; PM-008; DESIGN_SYSTEM_VALIDACAO","`release-gate`, `acceptance`, `design-system`, `p0`","Consolidar evidências de funcionalidade, segurança, qualidade de IA, performance, continuidade, UX e operação antes do piloto.","1. **Dado** release candidate, **quando** o gate for executado, **então** todas as issues P0 apresentarão evidência, revisão, testes e status sem bloqueios críticos.
2. **Dado** threshold de groundedness, SLO, cobertura, acessibilidade, contraste, Button guardrail ou vulnerabilidade não atingido, **quando** o relatório for gerado, **então** o release será bloqueado ou terá exceção executiva explícita.
3. **Dado** aprovação do gate, **quando** a versão for promovida, **então** haverá checklist assinado, changelog, plano de rollback, owners, critérios de pausa e versão do design system/tokens.
**DoD específico.** Release report, matriz RF→issue→teste, inventário de componentes e tokens, snapshots, relatório axe/Playwright, resultado do color guard, decisão Go/No-Go e pacote de evidências.
**Assistência de IA.** Modelos podem resumir resultados; QA, Segurança e Product aprovam Go/No-Go.
---","",""
"epic","E9","","E9 — Operação, release e piloto","","","","Operação, release e piloto","","","","","","","","","","","",""
"user_story","V1-901","E9","","","V1-901 — Implantar observabilidade, SLOs e resposta a incidentes","","Implantar observabilidade, SLOs e resposta a incidentes","SRE / Observabilidade","P0","M1–M5","SRE / Backend / Product Ops","XL","V1-301, V1-308, V1-411, V1-609","RF-043; H-036","`opentelemetry`, `slo`, `incident`, `p0`","Operar gateway, policy, budget, retrieval, ingestão, workers, MCPs, actions, custos e qualidade com métricas e traces redigidos.","1. **Dado** request do cliente ou worker, **quando** atravessar serviços, **então** logs/traces correlacionarão `request_id` sem conteúdo sensível ou secret.
2. **Dado** SLO de gateway, streaming, retrieval, ingestão e ação, **quando** for violado, **então** alertará owner, severidade, impacto e runbook.
3. **Dado** incidente crítico, **quando** for aberto, **então** haverá contenção, comunicação, timeline, análise de causa e ação preventiva auditável.
**DoD específico.** Dashboards, SLOs, alertas, runbooks, on-call, redaction e teste de incidente.
**Assistência de IA.** Claude pode resumir incidentes; modelos não ocultam alertas nem alteram métricas.","",""
